Date,Month,Title,Company,Location,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-21,December,Multi-Property Human Resources Coordinator,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Human Resources,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4308592684,https://dz.linkedin.com/jobs/view/multi-property-human-resources-coordinator-at-marriott-international-4308592684,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Caissier,Marriott International,"Algiers, Algiers, Algeria",Entry level,Contract,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4317710058,https://dz.linkedin.com/jobs/view/caissier-at-marriott-international-4317710058,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Multi-Property Human Resources Generalist,Marriott International,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Human Resources,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4308592687,https://dz.linkedin.com/jobs/view/multi-property-human-resources-generalist-at-marriott-international-4308592687,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Purchasing Supervisor,Marriott International,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Purchasing and Supply Chain,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325481487,https://dz.linkedin.com/jobs/view/purchasing-supervisor-at-marriott-international-4325481487,Bac+3 / Licence,2 ans/years,General Search
2025-12-21,December,مساعد,محاسب مزاول,"Tipaza, Tipaza, Algeria",Entry level,Full-time,Administrative,Accounting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345257172,https://dz.linkedin.com/jobs/view/%D9%85%D8%B3%D8%A7%D8%B9%D8%AF-at-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8-%D9%85%D8%B2%D8%A7%D9%88%D9%84-4345257172,N/A,N/A,General Search
2025-12-21,December,Guest Experience Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325610934,https://dz.linkedin.com/jobs/view/guest-experience-expert-at-marriott-international-4325610934,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Superviseur commercial,SARL SALD,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Sales and Business Development,Chemical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4340319972,https://dz.linkedin.com/jobs/view/superviseur-commercial-at-sarl-sald-4340319972,N/A,01 ans/years,General Search
2025-12-21,December,Engineer-Technician,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Engineering and Information Technology,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4322631082,https://dz.linkedin.com/jobs/view/engineer-technician-at-marriott-international-4322631082,Bac+5 / Master / Ingénieur,2 ans/years,General Search
2025-12-21,December,Multi-Property Reservations Agent,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4308863009,https://dz.linkedin.com/jobs/view/multi-property-reservations-agent-at-marriott-international-4308863009,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Multi Property Talent Acquisition Manager,Marriott International,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Human Resources,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4324540561,https://dz.linkedin.com/jobs/view/multi-property-talent-acquisition-manager-at-marriott-international-4324540561,Bac+8 / Doctorat,2 ans/years,General Search
2025-12-21,December,Hotel Cleanliness Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325517297,https://dz.linkedin.com/jobs/view/hotel-cleanliness-expert-at-marriott-international-4325517297,Bac+2 / BTS / DUT,N/A,General Search
2025-12-21,December,F&B Support Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325670926,https://dz.linkedin.com/jobs/view/f-b-support-expert-at-marriott-international-4325670926,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Hotel Cleanliness Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325557346,https://dz.linkedin.com/jobs/view/hotel-cleanliness-expert-at-marriott-international-4325557346,N/A,N/A,General Search
2025-12-21,December,Engineer-Technician (Kitchen),Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Engineering and Information Technology,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4322561143,https://dz.linkedin.com/jobs/view/engineer-technician-kitchen-at-marriott-international-4322561143,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-21,December,Hotel Cleanliness Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325724749,https://dz.linkedin.com/jobs/view/hotel-cleanliness-expert-at-marriott-international-4325724749,N/A,N/A,General Search
2025-12-21,December,Engineer-Technician (Kitchen),Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Engineering and Information Technology,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4322611090,https://dz.linkedin.com/jobs/view/engineer-technician-kitchen-at-marriott-international-4322611090,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-21,December,Hotel Cleanliness Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325627285,https://dz.linkedin.com/jobs/view/hotel-cleanliness-expert-at-marriott-international-4325627285,N/A,N/A,General Search
2025-12-21,December,Engineer-Technician (Kitchen),Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Engineering and Information Technology,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4322531128,https://dz.linkedin.com/jobs/view/engineer-technician-kitchen-at-marriott-international-4322531128,Bac+8 / Doctorat,N/A,General Search
2025-12-21,December,Engineer-Technician (Kitchen),Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Engineering and Information Technology,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4322690990,https://dz.linkedin.com/jobs/view/engineer-technician-kitchen-at-marriott-international-4322690990,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-21,December,Hotel Cleanliness Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325497506,https://dz.linkedin.com/jobs/view/hotel-cleanliness-expert-at-marriott-international-4325497506,N/A,N/A,General Search
2025-12-21,December,F&B Service Expert,Marriott International,"Algiers, Algiers, Algeria",Entry level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326192496,https://dz.linkedin.com/jobs/view/f-b-service-expert-at-marriott-international-4326192496,Bac+3 / Licence,N/A,General Search
2025-12-21,December,Affiliate Marketing Opportunity (Remote),NOVATIX PROD,"Boumerdes, Algeria",Entry level,Contract,Marketing and Sales,Marketing Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345573428,https://dz.linkedin.com/jobs/view/affiliate-marketing-opportunity-remote-at-novatix-prod-4345573428,N/A,N/A,General Search
2025-12-21,December,Chauffeur livreur,Service Taxi,"Tenes, Chlef, Algeria",Entry level,Full-time,Management and Manufacturing,Information Technology & Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345651554,https://dz.linkedin.com/jobs/view/chauffeur-livreur-at-service-taxi-4345651554,N/A,N/A,General Search
2025-12-21,December,F&B Service Expert Lead,Marriott International,"Algiers, Algiers, Algeria",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325630911,https://dz.linkedin.com/jobs/view/f-b-service-expert-lead-at-marriott-international-4325630911,Bac+3 / Licence,N/A,General Search
